client_device_id, server_device_id, phone_vendor, bt_version, bt_vendor, mtu, comm_method, conn_int, latency_startup
OPSS28.85-17-6, QP1A.191105.004, unknown, unknown, unknown, 23, write_cmd,0,3122758280
