client_device_id, server_device_id, phone_vendor, bt_version, bt_vendor, mtu, comm_method, conn_int, jitter,group_ts
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,847656,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,39260473,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,39605525,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,78652456,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,123291002,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,131294128,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,184302050,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,191427102,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,232829138,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,242340441,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,278498726,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,288786591,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,333610919,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,343245555,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,385922486,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,394917904,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,820395394,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,833599562,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,843097271,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1196001682,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1573031042,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,2312763564,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,2687318966,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,3065103274,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,3435335655,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,4169225780,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,4546513734,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,4916839188,20200626005956
