client_device_id, server_device_id, phone_vendor, bt_version, bt_vendor, mtu, comm_method, conn_int, jitter,group_ts
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,6835261,20200626001331
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,136303659,20200626001331
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,142637566,20200626001331
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,185389393,20200626001331
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,191523248,20200626001331
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,234980961,20200626001331
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,241019816,20200626001331
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,284051851,20200626001331
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,290322633,20200626001331
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,333461700,20200626001331
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,340182638,20200626001331
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,812303831,20200626001331
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,816963154,20200626001331
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,824121280,20200626001331
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,831024406,20200626001331
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,1553696405,20200626001331
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,1559208228,20200626001331
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,1565679739,20200626001331
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,1924740504,20200626001331
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,1931470661,20200626001331
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,1938010349,20200626001331
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,1944759048,20200626001331
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,2297403093,20200626001331
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,2303528875,20200626001331
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown,250, write_cmd,2,2310158251,20200626001331
