client_device_id, server_device_id, phone_vendor, bt_version, bt_vendor, mtu, comm_method, conn_int, jitter,group_ts
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,73906153,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,271182787,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,370704932,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,838693156,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1941540349,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,3063914836,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,4171685623,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,5416098091,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,6407604596,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,7641402219,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,8011005381,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,8261385666,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,8633011276,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,9128372055,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,9370626089,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,10128859446,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,11231268462,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,12328845082,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,13478977384,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,14564259940,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,15684115260,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,16801988184,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,17915468972,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,18285311769,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,18658609254,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,19028141687,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,19397479953,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,19758960249,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,20914057448,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,21995029222,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,22865984257,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,23856294251,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,24958598632,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,26081564212,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,27194696146,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,28310453705,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,29419706472,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,30538600177,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,31408497087,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,32392940466,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,33508638233,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,34621812771,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,35734151841,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,36476257592,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,37587252390,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,38705121720,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,39818521518,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,40934016057,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,41663715921,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,42786179679,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,43900616977,20200626012440
