client_device_id, server_device_id, phone_vendor, bt_version, bt_vendor, mtu, comm_method, conn_int, latency_op_return,group_ts
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,129980221,20200626022320
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,97906469,20200626022320
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,97858343,20200626022320
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,241587368,20200626022320
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,97934698,20200626022320
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,146817984,20200626022320
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,198217364,20200626022320
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,369627902,20200626022320
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,742501429,20200626022320
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113587194,20200626022320
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1112587090,20200626022320
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113258965,20200626022320
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,741854084,20200626022320
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,742604293,20200626022320
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,741772731,20200626022320
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1112528757,20200626022320
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1112877975,20200626022320
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113123340,20200626022320
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1112977090,20200626022320
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,370268266,20200626022320
