client_device_id, server_device_id, phone_vendor, bt_version, bt_vendor, mtu, comm_method, conn_int, latency_op_return,group_ts
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,2556355,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,3226459,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,5748490,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,2145625,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1906562,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1458594,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1871563,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1837344,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,2240417,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1705729,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1416198,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,3529219,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1995052,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1678021,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1027396,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1111146,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1413386,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1366719,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1426823,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1745156,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,7453750,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1407604,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,814583,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,919011,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,293776019,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,3127917,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,2336875,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,3550677,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,3490157,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,2739115,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,4249115,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,3209063,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,3671667,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,3374479,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,3575521,20200626004525
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,3097657,20200626004525
