client_device_id, server_device_id, phone_vendor, bt_version, bt_vendor, mtu, comm_method, conn_int, latency_op_return,group_ts
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,2400938,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1843803,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,2278803,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1586406,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1815365,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1738125,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,2074323,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1688021,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1495886,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,3255678,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1796979,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1702136,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1632761,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1789063,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,2348958,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1702083,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1723229,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1562761,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,2101563,20200626005956
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1704271,20200626005956
