client_device_id, server_device_id, phone_vendor, bt_version, bt_vendor, mtu, comm_method, conn_int, latency_op_return,group_ts
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,184486477,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,97084177,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,96463239,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,144233556,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1171190273,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,742501063,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1112052194,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113405736,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,866052534,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,246686066,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,369778422,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,370981443,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,368486807,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,743824137,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,741613668,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1112855944,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1112915788,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1164242668,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,566651463,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,370686599,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,370894672,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,370388422,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,370581964,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,370551235,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,865499722,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1236860436,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,617441572,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,742283251,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1112978131,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113025892,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113194486,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113206257,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113319799,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1112910840,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,742351324,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1112650736,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113168756,20200626012950
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113550267,20200626012950
