client_device_id, server_device_id, phone_vendor, bt_version, bt_vendor, mtu, comm_method, conn_int, latency_op_return,group_ts
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,179506216,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,146672306,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,143752775,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,135918555,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,742127939,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113880371,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113529746,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113105788,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1111652767,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1114486934,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,989508692,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,370391131,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,247156378,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,370406234,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,494526248,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,245556171,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,990246869,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113152350,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113379070,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113004173,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1112437089,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1114041048,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113148392,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,865501961,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,369815557,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,370478057,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,370019881,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,370693683,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,616113238,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1115720684,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113129329,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,741793303,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1112954174,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113261777,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113249851,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113070163,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113208652,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113320476,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1112599278,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,742693147,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113085631,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1112952247,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113342715,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113286257,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,741899970,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113307142,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1112834642,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113876361,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113215267,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,741798564,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113901726,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113150424,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113480736,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113056517,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113463392,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1112841153,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113582089,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1112914174,20200626012440
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_req,2,1113617819,20200626012440
