client_device_id, server_device_id, phone_vendor, bt_version, bt_vendor, mtu, comm_method, conn_int, jitter,group_ts
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,10656928,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,39263545,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,49601359,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,78108966,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,116378918,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,126326835,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,165224495,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,175950538,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,222000543,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,233849294,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,265019609,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,275522892,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,333398731,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,348848368,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,364566026,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,376309256,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,924773738,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1628976933,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1633505423,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1638292923,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,1644012299,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,2038077755,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,2415737740,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,2780616370,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,3504539255,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,3881626897,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,4271906727,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,4651999109,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,5368370066,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,5735384998,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,6111156702,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,6493353772,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,6853756828,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,6861315527,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,6871502195,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,6882118394,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,7594248204,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,7980655586,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,8358922082,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,8711184305,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,9457087661,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,9837815615,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,10334279102,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,10575955793,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,11306434303,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,11682012882,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,12075005473,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,12450222073,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,13171793603,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,13541709109,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,13902725083,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,14294216788,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,15028170247,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,15393189189,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,15778511051,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,16148727077,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,16884774650,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,17265551928,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,17632703787,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,17985641843,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,18003324554,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,18012549242,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,18022619555,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,18738657231,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,19091356641,20200626010401
NPN25.137-33, QQ1A.191205.008, unknown, unknown, unknown,250, write_cmd,2,19095883673,20200626010401
