client_device_id, server_device_id, phone_vendor, bt_version, bt_vendor, mtu, comm_method, latency_payload
iot_rpi3-userdebug 8.1.0 OIM1.180327.092 5718152 dev-keys, OPSS28.85-17-6, unknown, unknown, unknown, 250, write_cmd,9057637673
