client_device_id, server_device_id, phone_vendor, bt_version, bt_vendor, mtu, comm_method, conn_int, latency_payload
NMF26X.J320VVRS2BRA2, OPSS28.85-17-6, unknown, unknown, unknown, 247, write_cmd,0,1992803741
