client_device_id, server_device_id, phone_vendor, bt_version, bt_vendor, mtu, comm_method, conn_int, latency_startup
NPN25.137-33, OPSS28.85-17-6, unknown, unknown, unknown, 23, write_cmd,0,2156502194
